티커,종가,시가총액,거래량,거래대금,상장주식수,date
298040,71800,669502546400,113207,8016549800,9324548,20230131
064960,45650,667546158400,68658,3117798750,14623136,20230131
051905,317500,666653797500,5092,1611058500,2099697,20230131
004490,47400,663600000000,65904,3101750550,14000000,20230131
003850,9630,661484700000,113827,1091383490,68690000,20230131
011000,8490,660111075510,2893803,24029913090,77751599,20230131
003000,9280,659465094720,276644,2536495670,71063049,20230131
003520,3585,655670440635,1896658,6658612200,182892731,20230131
002350,6700,654374775900,125095,830293760,97667877,20230131
007340,65100,650609725500,17258,1113340100,9994005,20230131
105630,16240,649600000000,105780,1713191750,40000000,20230131
192650,9580,645744661260,173009,1656182660,67405497,20230131
000640,101400,643779778200,7730,776506300,6348913,20230131
403550,19660,643386318320,145713,2873647340,32725652,20230131
049770,164000,632896336000,2216,360285600,3859124,20230131
344820,39350,628439647200,21854,855127700,15970512,20230131
005610,72600,626466053400,15977,1157982200,8629009,20230131
005690,10410,624776595240,170297,1762554360,60016964,20230131
241590,10200,618010615200,139889,1430662510,60589276,20230131
000070,71900,615771084900,15428,1118854700,8564271,20230131
381970,12730,612141565090,435511,5619494920,48086533,20230131
006120,31800,605403789000,21897,694687400,19037855,20230131
363280,11750,598418899000,164411,1901467840,50929268,20230131
001430,16400,588138751600,43801,715849040,35862119,20230131
322000,52200,584640000000,135106,6987224600,11200000,20230131
034120,32000,584082624000,1365681,46188341550,18252582,20230131
192400,16420,583931077700,16651,271825570,35562185,20230131
014830,84800,573892480000,32687,2770969300,6767600,20230131
025540,54400,566576000000,10541,571176900,10415000,20230131
033240,27850,563988790400,243289,6618488700,20250944,20230131
001720,58700,550972111900,3401,199438600,9386237,20230131
003470,2750,548890584000,145852,397769865,199596576,20230131
170900,64600,545649584800,14408,925960800,8446588,20230131
091810,3400,545122948600,2989325,10097981830,160330279,20230131
097520,30300,544725279600,42782,1289517250,17977732,20230131
005950,19420,542974344480,916150,17820549780,27959544,20230131
036420,28150,542233970200,144567,4085888050,19262308,20230131
082740,7550,540157154700,710811,5417800490,71543994,20230131
298690,4580,534211200000,1211472,5580241740,116640000,20230131
006220,16490,529803483260,4927014,82678821520,32128774,20230131
017960,12000,527529084000,924805,11054647070,43960757,20230131
293940,7140,527147078220,74087,527204760,73830123,20230131
090435,49400,521556802000,9631,475132500,10557830,20230131
085620,2940,520427595660,70639,206959125,177016189,20230131
006405,320000,517726720000,4526,1454027500,1617896,20230131
018250,19570,516842427950,48010,941693660,26409935,20230131
00680K,3690,516600000000,124063,459199835,140000000,20230131
002240,20650,516250000000,21069,435412400,25000000,20230131
009450,35000,509900720000,24696,857378550,14568592,20230131
034310,13400,507622820000,31482,416283740,37882300,20230131
000400,1632,506468874240,232422,377806579,310336320,20230131
093050,17180,502343200000,44758,764821220,29240000,20230131
000370,4300,501977334500,383991,1652809300,116738915,20230131
950210,8330,500600971150,66009,544776170,60096155,20230131
000815,155600,496675200000,20081,3136359200,3192000,20230131
007660,7690,486364962110,6774856,52986685970,63246419,20230131
005090,32350,474801079400,83525,2691675250,14677004,20230131
004890,194500,471704317500,2714,524617700,2425215,20230131
210980,21100,468212460400,20884,434435900,22190164,20230131
432320,4590,465491568150,129259,594820570,101414285,20230131
357120,5230,463035299020,43068,225981080,88534474,20230131
025860,9200,457045355600,226542,2069604160,49678843,20230131
004430,18860,452640000000,167576,3184111770,24000000,20230131
001060,19960,442674496760,40128,796615700,22178081,20230131
007460,1737,440622801135,1492300,2567382758,253668855,20230131
017810,11300,430762124600,31617,358235640,38120542,20230131
145990,41000,422851409000,3978,162519800,10313449,20230131
161000,8690,422757281210,101533,874674440,48648709,20230131
058650,104800,419200000000,4,420500,4000000,20230131
226320,18850,413367587750,47246,891322820,21929315,20230131
001725,58500,412645135500,187,10979000,7053763,20230131
001530,16110,411904829700,55338,892701160,25568270,20230131
002900,2685,409069810695,1785591,4785709490,152353747,20230131
005180,41250,406363691250,5405,222565250,9851241,20230131
027410,4245,406317777795,177606,759890985,95716791,20230131
001820,38550,400727250000,30992,1195897550,10395000,20230131
006110,36250,398750000000,321661,11732075750,11000000,20230131
053210,8330,398356976780,63852,527380740,47821966,20230131
286940,25800,397225339800,39334,1012413600,15396331,20230131
306200,137900,391125770000,9031,1242857400,2836300,20230131
008490,33750,390457563750,10923,365698000,11569113,20230131
094800,4175,387583331925,17916,75183535,92834331,20230131
007690,42550,383401710800,9587,408617400,9010616,20230131
123890,3075,381231587400,77396,238375865,123977752,20230131
281820,18070,376968316920,53374,958294130,20861556,20230131
298000,117900,376115855400,12198,1431193100,3190126,20230131
030610,5780,373696050880,21255,122500240,64653296,20230131
033270,23000,373630906000,25009,574487800,16244822,20230131
001510,789,372873644919,6038170,4682585961,472590171,20230131
011930,1809,372379305159,1754850,3133272013,205848151,20230131
003220,16820,369445749400,135833,2272777090,21964670,20230131
183190,9470,368933112300,80888,767847560,38958090,20230131
071320,31550,365309373200,4569,143290150,11578744,20230131
005390,2540,365019310600,144385,366478735,143708390,20230131
003280,1516,364484146884,630110,946161475,240424899,20230131
012630,6100,364424498100,46124,279775500,59741721,20230131
138490,9540,362520000000,151787,1440161820,38000000,20230131
003920,503000,362160000000,7470,3744043500,720000,20230131
007570,18930,361291619520,40524,764523710,19085664,20230131
037560,4660,360902390900,201377,941038025,77446865,20230131
006390,18530,358141762160,6341,117356130,19327672,20230131
003570,10710,356136384870,373458,3984771640,33252697,20230131
002310,39550,354229654100,22401,883949250,8956502,20230131
102460,19530,351512208810,29708,578764280,17998577,20230131
034830,1381,348687626630,773512,1074168538,252489230,20230131
016590,86500,348576143000,1229,105999800,4029782,20230131
108670,38850,348393979500,23499,915287350,8967670,20230131
115390,6940,348391081360,44557,309527660,50200444,20230131
075580,6100,346781681600,267687,1633827510,56849456,20230131
126720,24200,345721200000,62422,1512036350,14286000,20230131
020120,9310,344141971460,405475,3788841510,36964766,20230131
122900,10240,342311321600,17048,174169570,33428840,20230131
009160,5220,341542073520,52620,272514760,65429516,20230131
016800,29650,340975000000,464,13730400,11500000,20230131
037270,5340,338713049400,536021,2851216000,63429410,20230131
029530,33450,337176970050,2984,100112250,10080029,20230131
003300,10930,337003422120,1901,20818320,30832884,20230131
088260,5310,336343842900,43454,231117100,63341590,20230131
053690,30600,335301030000,350096,10893136400,10957550,20230131
077970,14540,334549464160,81620,1179722060,23008904,20230131
068400,7070,334310888800,26618,189044360,47285840,20230131
005500,23900,332210000000,43163,1032129150,13900000,20230131
097230,3950,328933409950,111445,438426505,83274281,20230131
002320,21950,328100434600,27241,594968200,14947628,20230131
001390,23650,327933170400,101093,2393694050,13866096,20230131
006740,14660,326844700000,181353,2655274310,22295000,20230131
016580,17500,325501225000,15092,263421390,18600070,20230131
017940,47300,324478000000,6736,318033000,6860000,20230131
004700,48650,323480563700,196,9451650,6649138,20230131
001880,14590,321757413560,18388,266840850,22053284,20230131
060980,30700,321492549000,10948,334857400,10472070,20230131
007810,13610,321478421110,87021,1185769860,23620751,20230131
003070,16960,321098812480,1576037,26894200670,18932713,20230131
000480,80200,320800000000,362,28982700,4000000,20230131
071840,13580,320592728960,80760,1086289580,23607712,20230131
003545,12310,320060000000,33938,414912130,26000000,20230131
00088K,14230,319776560000,17070,242165090,22472000,20230131
009290,6010,315049314510,58506,350687380,52420851,20230131
072710,67000,310731930000,1036,68869900,4637790,20230131
213500,13050,310597516800,49801,648190630,23800576,20230131
00104K,73000,308535376000,1737,126785900,4226512,20230131
024720,16540,307258932260,17047,283131550,18576719,20230131
002960,236000,306800000000,509,120306000,1300000,20230131
450140,4875,306039093750,12492132,57562858300,62777250,20230131
008350,2350,303335861500,1800955,4272118255,129079090,20230131
084010,12260,302168958840,49871,607227550,24646734,20230131
271980,20500,301449876000,11078,228003300,14704872,20230131
010690,8620,301013934200,288408,2515059990,34920410,20230131
126560,2730,300854039850,121579,329950360,110202945,20230131
005810,28900,300835359200,5665,163814350,10409528,20230131
092220,2065,298935886165,747582,1550450475,144763141,20230131
001500,9420,298732334040,28299,268565130,31712562,20230131
117580,10800,297000000000,835360,9060794570,27500000,20230131
095720,2550,294540261750,1114636,2861871650,115505985,20230131
000490,12270,293649983580,197261,2406788030,23932354,20230131
000050,10700,293343389000,7954,84748560,27415270,20230131
002150,8690,293026800000,84162,730866630,33720000,20230131
095570,6250,292639343750,80430,501732190,46822295,20230131
002030,133100,291625294400,549,73105900,2191024,20230131
074610,4970,289938895820,2541971,12805277490,58337806,20230131
005010,5140,288806705500,496580,2551353410,56188075,20230131
001940,17810,288101327800,19776,353822200,16176380,20230131
002710,11320,287369735080,341803,3849059540,25386019,20230131
272550,18200,287353812200,6174,112294780,15788671,20230131
104700,6750,286537500000,24992,167821420,42450000,20230131
130660,8730,284598000000,58842,514780150,32600000,20230131
002020,22300,281569299800,20708,459823850,12626426,20230131
071055,47750,279731485250,5663,270148700,5858251,20230131
084690,7710,279198667980,50574,388887830,36212538,20230131
293480,15660,278324334360,20634,322764320,17772946,20230131
900140,2790,277480278630,245344,677094100,99455297,20230131
004380,13200,277200000000,156918,2074902750,21000000,20230131
001070,52200,276660000000,336,17547300,5300000,20230131
001630,55100,276043341100,3367,184986800,5009861,20230131
018470,2155,272891358755,1039876,2239399085,126631721,20230131
009680,8250,272250000000,12163,100403150,33000000,20230131
002990,7250,267913563750,108592,786645590,36953595,20230131
001200,2750,266382649500,184749,505290295,96866418,20230131
077500,9680,264805838000,124140,1200906350,27355975,20230131
009580,4220,263194327280,50573,212731985,62368324,20230131
001520,1102,263029837426,321336,353491425,238684063,20230131
036530,16110,262655603460,7273,117381420,16303886,20230131
000020,9380,261997188600,54961,513964480,27931470,20230131
055490,55400,261357810000,24722,1369146600,4717650,20230131
081000,18390,261192710250,31744,577168920,14202975,20230131
068290,26100,261000000000,118247,3053762650,10000000,20230131
139990,9770,258437886530,11974,116552470,26452189,20230131
037710,32150,257200000000,13770,442664900,8000000,20230131
003960,28000,256605076000,31449,878019000,9164467,20230131
026890,6100,254236867500,88096,536372490,41678175,20230131
317400,6520,252862030400,603573,3952777830,38782520,20230131
001780,2805,252364256760,456854,1274783045,89969432,20230131
001130,149200,252148000000,1368,203083300,1690000,20230131
001470,1263,249661472625,2011348,2559060428,197673375,20230131
001790,2780,249356492400,104298,288385785,89696580,20230131
029460,18280,247767924320,13474,245662410,13554044,20230131
003580,5830,246999854860,104702,611190490,42367042,20230131
003200,102000,244800000000,996,101822900,2400000,20230131
035510,14150,243380000000,41154,584943800,17200000,20230131
006840,18360,243225219960,27986,516673910,13247561,20230131
011785,80000,241878880000,13783,1105447300,3023486,20230131
084680,1702,241354140486,92051,157737647,141806193,20230131
004250,6510,239047200000,370428,2410661280,36720000,20230131
200880,8840,238931383080,57081,503899600,27028437,20230131
025000,49350,238854000000,932,46378500,4840000,20230131
339770,9550,238583257000,14588,139124450,24982540,20230131
377190,3700,238280000000,94459,352567065,64400000,20230131
000140,10220,237173138300,35574,362937230,23206765,20230131
019680,2790,236320951500,13920,38660135,84702850,20230131
003610,5580,236112622200,60919,339742050,42314090,20230131
002810,12780,236007595440,9299,118046270,18466948,20230131
083420,9760,234240000000,186310,1828364060,24000000,20230131
136490,9850,234229099400,36850,360665070,23779604,20230131
004980,9530,233638175690,85195,807242500,24516073,20230131
002390,16890,232466072370,27318,461395830,13763533,20230131
404990,4150,232216918600,162727,668832915,55955884,20230131
092230,54900,231933065400,438,24177500,4224646,20230131
107590,99700,231304000000,1501,149736200,2320000,20230131
001460,369500,230795242500,108,39901500,624615,20230131
011700,7070,229394287570,1665969,11830872570,32446151,20230131
008060,6750,228758512500,59852,403960370,33890150,20230131
000540,3550,228061389750,53895,190210255,64242645,20230131
006060,4120,227918400000,73062,299835610,55320000,20230131
003120,85600,227696000000,572,49020800,2660000,20230131
010580,2035,226397331600,115988,238550130,111251760,20230131
102260,4500,223603776000,49400,223068510,49689728,20230131
229640,7300,223561616700,41624,302743460,30624879,20230131
00279K,31200,221276640000,3322,102805750,7092200,20230131
011760,16580,219336256280,15641,258261760,13228966,20230131
097955,164300,218097241900,1258,206696700,1327433,20230131
011280,3080,218082295200,83048,255456610,70805940,20230131
010955,54100,217586250700,6255,343791400,4021927,20230131
071970,7610,217285811090,552996,4165141590,28552669,20230131
044450,9380,216545554400,21902,202454260,23085880,20230131
003060,366,214386215808,4615509,1700967528,585754688,20230131
005720,4000,214175908000,4543,18092030,53543977,20230131
007160,42700,213500000000,4138,176124650,5000000,20230131
002100,10900,212796067500,40512,442659740,19522575,20230131
015230,7440,212577391200,276089,2051766610,28572230,20230131
096760,3005,211686341530,13411,40172780,70444706,20230131
002620,13140,209889884700,43123,569030520,15973355,20230131
039570,7970,206882079970,3415,27499450,25957601,20230131
035150,8830,206754450000,66721,584877930,23415000,20230131
058430,34350,206100000000,205690,7348907150,6000000,20230131
012320,86800,205283996400,43031,3694178800,2365023,20230131
015860,4145,204545317035,80789,333350575,49347483,20230131
015540,6410,203176385440,0,0,31696784,20230131
030210,3355,202353778660,401576,1342034390,60314092,20230131
005389,83200,202070752000,4528,378633800,2428735,20230131
000155,50500,201821331000,1577,79468100,3996462,20230131
001250,2440,201382384160,1529343,3785090630,82533764,20230131
000680,2555,201341705880,48331,123577335,78803016,20230131
002780,1380,200751008100,545299,752974843,145471745,20230131
000430,3220,199640000000,36281,116506955,62000000,20230131
101530,6830,198867894260,17453,119786440,29116822,20230131
016450,4965,198600000000,16064,79700180,40000000,20230131
009155,68300,198547007200,5316,364358000,2906984,20230131
001270,18940,196405640840,511,9693370,10369886,20230131
001340,4365,196068846555,740768,3284570710,44918407,20230131
128820,4320,195417264960,197141,839505795,45235478,20230131
079430,9480,194674473360,24733,233976190,20535282,20230131
015890,6630,193786612500,35246,232678200,29228750,20230131
031440,49650,192268632000,7335,363862300,3872480,20230131
012610,4570,190186788050,21821,99416980,41616365,20230131
